order_id,order_complexity,supplier_a,material_lead_time,machine_queue_length,export_flag,approval_duration,carrier_express,shipment_delay,machine_id,worker_id,material_id,shipment_id,timestamp
ORD_0026,5.0,1.0,10.20244686312656,5.307105030009472,1.0,12.258861134506581,1.0,8.65586167711654,MCH_03,WRK_12,MAT_A,SHP_0026,2023-01-07 12:00:00
ORD_0027,9.0,0.0,1.0015975864915687,9.2479587434637,0.0,17.305755223971666,1.0,2.2305649756751795,MCH_04,WRK_13,MAT_B,SHP_0027,2023-01-07 18:00:00
ORD_0028,6.0,0.0,2.3626943782652305,7.377736236274745,1.0,16.33725453152647,0.0,3.1587657157594453,MCH_05,WRK_14,MAT_B,SHP_0028,2023-01-08 00:00:00
ORD_0029,5.0,0.0,2.242992770629062,5.197749755495843,0.0,10.84263877826586,1.0,2.5721900284070034,MCH_06,WRK_15,MAT_B,SHP_0029,2023-01-08 06:00:00
ORD_0030,5.0,1.0,9.006965529446314,6.015316072171633,0.0,11.54198692491455,0.0,8.730778683238743,MCH_07,WRK_01,MAT_A,SHP_0030,2023-01-08 12:00:00
ORD_0031,3.0,0.0,2.0818517797394827,2.898233053733218,0.0,10.779704280330828,1.0,1.35446649024162,MCH_08,WRK_02,MAT_B,SHP_0031,2023-01-08 18:00:00
ORD_0032,1.0,0.0,1.6019678778675577,2.765955452726233,0.0,6.715331707653608,0.0,1.0636278022738825,MCH_01,WRK_03,MAT_B,SHP_0032,2023-01-09 00:00:00
ORD_0033,6.0,1.0,8.642638938510604,5.238008476173011,0.0,11.266930831387013,1.0,8.351503936844601,MCH_02,WRK_04,MAT_A,SHP_0033,2023-01-09 06:00:00
ORD_0034,9.0,1.0,9.217108206709085,9.490659936088132,1.0,17.537595032624015,1.0,9.94095943644923,MCH_03,WRK_05,MAT_A,SHP_0034,2023-01-09 12:00:00
ORD_0035,1.0,0.0,1.2168090917026708,4.21064087739324,0.0,11.716578038956778,1.0,0.8765177228355583,MCH_04,WRK_06,MAT_B,SHP_0035,2023-01-09 18:00:00
ORD_0036,9.0,1.0,9.758237971274598,8.277916112028608,1.0,17.925482540196235,1.0,10.379303634623657,MCH_05,WRK_07,MAT_A,SHP_0036,2023-01-10 00:00:00
ORD_0037,9.0,1.0,8.579931604678109,6.207456509192592,0.0,11.355673607340997,0.0,9.04133153730775,MCH_06,WRK_08,MAT_A,SHP_0037,2023-01-10 06:00:00
ORD_0038,3.0,0.0,2.6695816183928414,3.0519270667551774,1.0,10.682619178899204,1.0,2.3904714054874923,MCH_07,WRK_09,MAT_B,SHP_0038,2023-01-10 12:00:00
ORD_0039,7.0,1.0,8.554816745656943,8.031875134289304,1.0,16.85067254010796,0.0,9.038954255060975,MCH_08,WRK_10,MAT_A,SHP_0039,2023-01-10 18:00:00
ORD_0040,2.0,1.0,9.046964067535194,3.3530767870252447,0.0,7.839050108763131,1.0,7.042795929830319,MCH_01,WRK_11,MAT_A,SHP_0040,2023-01-11 00:00:00
ORD_0041,8.0,1.0,9.000317273427857,7.84891359867503,1.0,17.213384738951344,0.0,10.582412478628664,MCH_02,WRK_12,MAT_A,SHP_0041,2023-01-11 06:00:00
ORD_0042,8.0,1.0,10.560117383099872,8.60866835595484,1.0,17.758435332066583,1.0,11.390911241974159,MCH_03,WRK_13,MAT_A,SHP_0042,2023-01-11 12:00:00
ORD_0043,4.0,1.0,9.764231956493273,4.884453439248422,1.0,12.708627927686091,0.0,9.154583650150894,MCH_04,WRK_14,MAT_A,SHP_0043,2023-01-11 18:00:00
ORD_0044,1.0,0.0,1.9306129579644846,3.217725187451136,0.0,8.23273909019568,1.0,0.23404978253479589,MCH_05,WRK_15,MAT_B,SHP_0044,2023-01-12 00:00:00
ORD_0045,10.0,1.0,9.898975552855779,10.119423676646985,0.0,17.772516170760664,1.0,11.117916364750517,MCH_06,WRK_01,MAT_A,SHP_0045,2023-01-12 06:00:00
ORD_0046,5.0,0.0,0.5,6.721700452736959,1.0,15.113475782348997,0.0,1.6615567571925067,MCH_07,WRK_02,MAT_B,SHP_0046,2023-01-12 12:00:00
ORD_0047,9.0,1.0,9.465493128287275,8.758796083906255,0.0,15.557346908708151,0.0,10.332469133428043,MCH_08,WRK_03,MAT_A,SHP_0047,2023-01-12 18:00:00
ORD_0048,7.0,1.0,11.09801134224381,7.705259401493955,1.0,15.347618122757066,1.0,10.462035665200165,MCH_01,WRK_04,MAT_A,SHP_0048,2023-01-13 00:00:00
ORD_0049,8.0,1.0,9.605877205122137,7.292872926914215,0.0,15.61325429390347,1.0,9.672463203357568,MCH_02,WRK_05,MAT_A,SHP_0049,2023-01-13 06:00:00
ORD_0050,8.0,1.0,9.554330535335469,6.998539188440994,1.0,13.937597012955036,0.0,9.881802953153574,MCH_03,WRK_06,MAT_A,SHP_0050,2023-01-13 12:00:00
ORD_0051,2.0,0.0,2.538502703713757,4.506767640418973,0.0,10.471961395200358,0.0,1.6996794830759188,MCH_04,WRK_07,MAT_B,SHP_0051,2023-01-13 18:00:00
ORD_0052,4.0,0.0,2.8164841946514767,4.616204676322688,0.0,9.716777188457774,0.0,2.671034658325724,MCH_05,WRK_08,MAT_B,SHP_0052,2023-01-14 00:00:00
ORD_0053,5.0,1.0,7.902026645688112,6.004880565862379,1.0,16.017801458960253,1.0,7.546316149835131,MCH_06,WRK_09,MAT_A,SHP_0053,2023-01-14 06:00:00
ORD_0054,5.0,0.0,0.7541388145671786,5.32374001441139,1.0,11.936682974066198,1.0,0.38469569705696505,MCH_07,WRK_10,MAT_B,SHP_0054,2023-01-14 12:00:00
ORD_0055,1.0,0.0,2.2682330328689173,1.4134843490800357,1.0,7.055213739691648,0.0,1.6988439478559492,MCH_08,WRK_11,MAT_B,SHP_0055,2023-01-14 18:00:00
ORD_0056,6.0,1.0,8.928098750481992,6.010982892582402,1.0,12.750496084442933,1.0,8.854754680033581,MCH_01,WRK_12,MAT_A,SHP_0056,2023-01-15 00:00:00
ORD_0057,2.0,0.0,3.1496202097759314,4.235994017767714,0.0,9.994950284238762,1.0,2.4191020640499206,MCH_02,WRK_13,MAT_B,SHP_0057,2023-01-15 06:00:00
ORD_0058,8.0,1.0,9.24786048809182,8.155240074279424,0.0,13.054151305080882,1.0,8.79036537718373,MCH_03,WRK_14,MAT_A,SHP_0058,2023-01-15 12:00:00
ORD_0059,7.0,1.0,7.9523754114295055,5.088526840269542,0.0,10.140850698641085,0.0,8.24913369224485,MCH_04,WRK_15,MAT_A,SHP_0059,2023-01-15 18:00:00
ORD_0060,10.0,1.0,8.485588866524802,8.984755543423844,1.0,15.197343219025857,0.0,9.495745000504927,MCH_05,WRK_01,MAT_A,SHP_0060,2023-01-16 00:00:00
ORD_0061,8.0,1.0,7.300259184295539,9.382293792704713,0.0,16.585487555469832,0.0,7.510909032129993,MCH_06,WRK_02,MAT_A,SHP_0061,2023-01-16 06:00:00
ORD_0062,4.0,1.0,9.31269957017367,4.186203138150044,1.0,10.941806249087543,0.0,8.911974927313931,MCH_07,WRK_03,MAT_A,SHP_0062,2023-01-16 12:00:00
ORD_0063,10.0,1.0,9.349292698188494,7.399521308265818,0.0,11.93370960802734,0.0,9.980800209650853,MCH_08,WRK_04,MAT_A,SHP_0063,2023-01-16 18:00:00
ORD_0064,5.0,1.0,9.160429832174481,7.093048885422544,0.0,14.623694834618178,0.0,10.303530333453505,MCH_01,WRK_05,MAT_A,SHP_0064,2023-01-17 00:00:00
ORD_0065,4.0,0.0,2.963103231223791,5.082392509812793,0.0,9.137909984694703,0.0,3.4092193382101623,MCH_02,WRK_06,MAT_B,SHP_0065,2023-01-17 06:00:00
ORD_0066,10.0,1.0,10.458815869213355,9.129987141187199,0.0,16.925315711577216,1.0,11.161040931917004,MCH_03,WRK_07,MAT_A,SHP_0066,2023-01-17 12:00:00
ORD_0067,4.0,0.0,1.9636892613151111,4.028582263917932,0.0,8.495907954307947,0.0,1.8414963812584846,MCH_04,WRK_08,MAT_B,SHP_0067,2023-01-17 18:00:00
ORD_0068,1.0,0.0,0.5,3.0823519297917352,1.0,12.028943162203767,1.0,-0.3652445562506143,MCH_05,WRK_09,MAT_B,SHP_0068,2023-01-18 00:00:00
ORD_0069,5.0,1.0,9.993825264393807,4.658016599773807,0.0,11.054882226417325,0.0,8.898086258779605,MCH_06,WRK_10,MAT_A,SHP_0069,2023-01-18 06:00:00
ORD_0070,8.0,1.0,9.94428818280686,8.748256424515988,1.0,16.263075906821953,1.0,9.006673341608414,MCH_07,WRK_11,MAT_A,SHP_0070,2023-01-18 12:00:00
ORD_0071,2.0,0.0,2.347513256125556,3.342195285724256,1.0,9.344354808789165,0.0,1.3109178568511344,MCH_08,WRK_12,MAT_B,SHP_0071,2023-01-18 18:00:00
ORD_0072,5.0,0.0,2.8851837994464926,5.44468192548735,1.0,13.904716749402727,1.0,2.6632785853569008,MCH_01,WRK_13,MAT_B,SHP_0072,2023-01-19 00:00:00
ORD_0073,2.0,0.0,1.168137522831168,2.9455148053355953,1.0,9.614315490084074,1.0,-0.9400143195480335,MCH_02,WRK_14,MAT_B,SHP_0073,2023-01-19 06:00:00
ORD_0074,7.0,1.0,11.107004308948111,6.625031963285823,0.0,12.50933054384593,0.0,10.675076036301519,MCH_03,WRK_15,MAT_A,SHP_0074,2023-01-19 12:00:00
ORD_0075,5.0,1.0,8.732457797486505,6.245640120209266,0.0,13.746018790398564,1.0,7.8100073802155,MCH_04,WRK_01,MAT_A,SHP_0075,2023-01-19 18:00:00
ORD_0076,4.0,1.0,10.099378341760683,3.534657167898166,0.0,7.796627670223668,0.0,8.861389997864254,MCH_05,WRK_02,MAT_A,SHP_0076,2023-01-20 00:00:00
ORD_0077,3.0,0.0,0.7501218444693187,1.9780748731697912,1.0,8.781049861731274,1.0,-0.477647152898558,MCH_06,WRK_03,MAT_B,SHP_0077,2023-01-20 06:00:00
ORD_0078,6.0,0.0,1.3557882501839593,6.614440122892476,1.0,15.844325512142987,0.0,2.133885069189162,MCH_07,WRK_04,MAT_B,SHP_0078,2023-01-20 12:00:00
ORD_0079,7.0,1.0,10.71309491738027,7.431238328067148,0.0,14.731550812550013,0.0,11.676887420959176,MCH_08,WRK_05,MAT_A,SHP_0079,2023-01-20 18:00:00
ORD_0080,10.0,1.0,9.29128014159932,9.680241152511766,0.0,16.49277829724049,0.0,10.642502597908738,MCH_01,WRK_06,MAT_A,SHP_0080,2023-01-21 00:00:00
ORD_0081,5.0,1.0,10.171938084106237,5.607728369618039,1.0,13.043359823480262,1.0,8.878929869594566,MCH_02,WRK_07,MAT_A,SHP_0081,2023-01-21 06:00:00
ORD_0082,2.0,0.0,2.289564310975397,2.479459621662452,1.0,7.23671895313607,0.0,1.4501058810104825,MCH_03,WRK_08,MAT_B,SHP_0082,2023-01-21 12:00:00
ORD_0083,9.0,1.0,9.416033475199862,9.187482704385525,1.0,16.77623352450295,1.0,9.637896812304039,MCH_04,WRK_09,MAT_A,SHP_0083,2023-01-21 18:00:00
ORD_0084,7.0,0.0,3.191080259946152,6.75444187324546,1.0,15.262805507108776,0.0,3.714275067792339,MCH_05,WRK_10,MAT_B,SHP_0084,2023-01-22 00:00:00
ORD_0085,8.0,1.0,9.31067294027848,7.112886439184822,1.0,15.181293744209587,0.0,9.413169911799663,MCH_06,WRK_11,MAT_A,SHP_0085,2023-01-22 06:00:00
ORD_0086,1.0,0.0,0.6754095139492236,1.6881086877446,1.0,8.384453788347452,0.0,0.4515759515524028,MCH_07,WRK_12,MAT_B,SHP_0086,2023-01-22 12:00:00
ORD_0087,4.0,0.0,1.457407926438636,6.420639698775832,0.0,13.693935939969455,1.0,0.97116853903331,MCH_08,WRK_13,MAT_B,SHP_0087,2023-01-22 18:00:00
ORD_0088,8.0,1.0,9.940953382961355,5.865023917954568,0.0,10.29974336246621,1.0,8.729484187396405,MCH_01,WRK_14,MAT_A,SHP_0088,2023-01-23 00:00:00
ORD_0089,9.0,1.0,9.816407285090007,8.8997881042958,1.0,17.38630817290536,0.0,10.651827201836822,MCH_02,WRK_15,MAT_A,SHP_0089,2023-01-23 06:00:00
ORD_0090,5.0,1.0,8.24635339981165,3.5208895723762828,1.0,10.903609600182628,1.0,7.27108389641331,MCH_03,WRK_01,MAT_A,SHP_0090,2023-01-23 12:00:00
ORD_0091,9.0,1.0,8.92052598447344,8.291766661677027,0.0,14.034304735090716,0.0,8.54555174743825,MCH_04,WRK_02,MAT_A,SHP_0091,2023-01-23 18:00:00
ORD_0092,9.0,1.0,9.034622920638203,7.966372514845813,1.0,18.17405680601246,0.0,10.028193130267033,MCH_05,WRK_03,MAT_A,SHP_0092,2023-01-24 00:00:00
ORD_0093,4.0,0.0,1.8076243247086201,2.3149717033201225,0.0,8.199767376251936,1.0,1.380828597037082,MCH_06,WRK_04,MAT_B,SHP_0093,2023-01-24 06:00:00
ORD_0094,9.0,1.0,8.399269129118759,8.789037590433763,1.0,17.873908860070397,0.0,9.67234779497484,MCH_07,WRK_05,MAT_A,SHP_0094,2023-01-24 12:00:00
ORD_0095,3.0,0.0,1.5973031135044171,3.219961937807805,0.0,10.439028654344447,0.0,2.4963732251859057,MCH_08,WRK_06,MAT_B,SHP_0095,2023-01-24 18:00:00
ORD_0096,3.0,0.0,1.517111611792378,1.5007936574387566,1.0,6.252357419138212,1.0,0.9161909336830509,MCH_01,WRK_07,MAT_B,SHP_0096,2023-01-25 00:00:00
ORD_0097,7.0,1.0,10.117226607809535,7.639568090774253,1.0,16.02216698067971,0.0,11.132187657471981,MCH_02,WRK_08,MAT_A,SHP_0097,2023-01-25 06:00:00
ORD_0098,7.0,0.0,2.7472970487921953,8.235006177988936,0.0,15.24511239410649,1.0,4.497121551280788,MCH_03,WRK_09,MAT_B,SHP_0098,2023-01-25 12:00:00
ORD_0099,2.0,0.0,1.9833516335289474,4.290124342296572,0.0,8.579695588832836,1.0,1.122064159946635,MCH_04,WRK_10,MAT_B,SHP_0099,2023-01-25 18:00:00
ORD_0100,9.0,1.0,9.186368163303415,8.758956440651472,1.0,17.847500823028188,1.0,9.634016533242244,MCH_05,WRK_11,MAT_A,SHP_0100,2023-01-26 00:00:00
ORD_0101,2.0,0.0,2.211939449631291,2.8460581385771153,0.0,6.4719765876047965,1.0,1.2248133101443073,MCH_06,WRK_12,MAT_B,SHP_0101,2023-01-26 06:00:00
ORD_0102,9.0,1.0,8.84673991403554,9.728156620895797,0.0,17.57527238909364,1.0,8.939974944843854,MCH_07,WRK_13,MAT_A,SHP_0102,2023-01-26 12:00:00
ORD_0103,1.0,0.0,1.1825343342660473,3.6823835853400984,1.0,12.156500382696816,0.0,0.8337740988566087,MCH_08,WRK_14,MAT_B,SHP_0103,2023-01-26 18:00:00
ORD_0104,8.0,0.0,1.3478230328594265,8.733568702875626,0.0,15.780439395092309,1.0,1.7672208475435576,MCH_01,WRK_15,MAT_B,SHP_0104,2023-01-27 00:00:00
ORD_0105,8.0,1.0,8.992149468822834,6.658462397770199,0.0,10.532643739023323,1.0,8.645191174624324,MCH_02,WRK_01,MAT_A,SHP_0105,2023-01-27 06:00:00
ORD_0106,8.0,1.0,8.569220960166183,7.801344853214922,0.0,13.081596083780157,1.0,7.9945039285176716,MCH_03,WRK_02,MAT_A,SHP_0106,2023-01-27 12:00:00
ORD_0107,7.0,1.0,9.6296476472503,7.2395161442914295,1.0,16.18902299143465,0.0,9.642120931737876,MCH_04,WRK_03,MAT_A,SHP_0107,2023-01-27 18:00:00
ORD_0108,5.0,1.0,10.083772539026967,3.390383031082771,0.0,8.532936312622443,1.0,8.835425562939268,MCH_05,WRK_04,MAT_A,SHP_0108,2023-01-28 00:00:00
ORD_0109,8.0,1.0,8.230321359361406,8.069360659620775,0.0,11.357365716276021,1.0,7.774170074662585,MCH_06,WRK_05,MAT_A,SHP_0109,2023-01-28 06:00:00
ORD_0110,3.0,0.0,2.1201029689728266,5.87299182597939,0.0,13.226285834415096,0.0,1.1669606876586802,MCH_07,WRK_06,MAT_B,SHP_0110,2023-01-28 12:00:00
ORD_0111,8.0,1.0,9.324051363786932,8.239936165800792,0.0,14.975904823045628,1.0,8.461458249056756,MCH_08,WRK_07,MAT_A,SHP_0111,2023-01-28 18:00:00
ORD_0112,6.0,0.0,2.3732069484294422,7.473413081441757,0.0,12.83254740907423,0.0,2.3455077487631897,MCH_01,WRK_08,MAT_B,SHP_0112,2023-01-29 00:00:00
ORD_0113,5.0,1.0,9.48964898551713,5.3829147301287055,0.0,12.291735866247315,0.0,8.628371720533162,MCH_02,WRK_09,MAT_A,SHP_0113,2023-01-29 06:00:00
ORD_0114,6.0,1.0,8.337120576054696,5.926781676016179,0.0,10.991768163332752,1.0,7.7097969995218225,MCH_03,WRK_10,MAT_A,SHP_0114,2023-01-29 12:00:00
ORD_0115,6.0,0.0,1.0900885609142676,6.381271390080976,0.0,11.569510265980213,0.0,1.7475001549566802,MCH_04,WRK_11,MAT_B,SHP_0115,2023-01-29 18:00:00
ORD_0116,1.0,0.0,2.123538860467978,1.1841733520155673,1.0,8.06944853883708,0.0,1.750769514154488,MCH_05,WRK_12,MAT_B,SHP_0116,2023-01-30 00:00:00
ORD_0117,2.0,0.0,2.9230247357964076,1.8362248127656113,0.0,8.624338407686048,0.0,2.5695570144562576,MCH_06,WRK_13,MAT_B,SHP_0117,2023-01-30 06:00:00
ORD_0118,3.0,0.0,0.5,4.866304557169366,0.0,12.37450053788764,0.0,1.1234015318800927,MCH_07,WRK_14,MAT_B,SHP_0118,2023-01-30 12:00:00
ORD_0119,2.0,0.0,2.3765812638412642,4.172342342866518,1.0,11.955698844411403,1.0,1.7386911176278397,MCH_08,WRK_15,MAT_B,SHP_0119,2023-01-30 18:00:00
ORD_0120,5.0,1.0,10.451697604230114,4.20889368441265,1.0,12.12642458035683,1.0,9.424009956388531,MCH_01,WRK_01,MAT_A,SHP_0120,2023-01-31 00:00:00
ORD_0121,7.0,1.0,9.37757929903503,7.767998804553865,1.0,17.148197164421813,1.0,9.804316956717537,MCH_02,WRK_02,MAT_A,SHP_0121,2023-01-31 06:00:00
ORD_0122,7.0,0.0,2.5401619968211526,6.71304002439398,0.0,11.318571621268955,0.0,3.577709355135983,MCH_03,WRK_03,MAT_B,SHP_0122,2023-01-31 12:00:00
ORD_0123,5.0,0.0,1.5375447352817582,5.539808574490431,0.0,12.07472915141994,1.0,1.4793108606725718,MCH_04,WRK_04,MAT_B,SHP_0123,2023-01-31 18:00:00
ORD_0124,9.0,0.0,2.0045070405784986,8.860218639435065,0.0,14.73739606949335,1.0,3.413331878900055,MCH_05,WRK_05,MAT_B,SHP_0124,2023-02-01 00:00:00
ORD_0125,6.0,1.0,8.203269185353479,6.99435046812432,0.0,13.574829288717513,1.0,6.467531074438186,MCH_06,WRK_06,MAT_A,SHP_0125,2023-02-01 06:00:00
ORD_0126,1.0,0.0,0.5,2.0827182018631887,0.0,6.534572509293341,0.0,-0.541774336140891,MCH_07,WRK_07,MAT_B,SHP_0126,2023-02-01 12:00:00
ORD_0127,8.0,1.0,10.25421264098022,9.010161995301937,1.0,18.414660586429576,0.0,10.81736220269929,MCH_08,WRK_08,MAT_A,SHP_0127,2023-02-01 18:00:00
ORD_0128,6.0,1.0,8.712004057820447,6.309412839759926,0.0,12.443960849695657,1.0,8.561541175748754,MCH_01,WRK_09,MAT_A,SHP_0128,2023-02-02 00:00:00
ORD_0129,7.0,1.0,9.135577723997255,7.4241842724695335,1.0,12.063803229224833,1.0,9.314097772995398,MCH_02,WRK_10,MAT_A,SHP_0129,2023-02-02 06:00:00
ORD_0130,6.0,0.0,0.9908461973838454,5.166737408462755,0.0,11.031428685047796,0.0,0.7698147610451093,MCH_03,WRK_11,MAT_B,SHP_0130,2023-02-02 12:00:00
ORD_0131,6.0,0.0,0.9720242375328993,8.158659010704834,0.0,15.476840256675398,1.0,2.0280894265217873,MCH_04,WRK_12,MAT_B,SHP_0131,2023-02-02 18:00:00
ORD_0132,1.0,0.0,1.960929839924307,2.4698249232049663,1.0,9.8458864181726,0.0,0.6637029047360017,MCH_05,WRK_13,MAT_B,SHP_0132,2023-02-03 00:00:00
ORD_0133,6.0,1.0,8.916338244691483,6.7129974253451,1.0,14.703793517498335,0.0,8.424476149191758,MCH_06,WRK_14,MAT_A,SHP_0133,2023-02-03 06:00:00
ORD_0134,8.0,1.0,9.802376798395759,5.991814188788459,0.0,13.859952475741483,1.0,9.390991514966649,MCH_07,WRK_15,MAT_A,SHP_0134,2023-02-03 12:00:00
ORD_0135,4.0,0.0,2.4620307351836734,3.5772979769208995,1.0,11.124135124943164,1.0,1.6691379380933302,MCH_08,WRK_01,MAT_B,SHP_0135,2023-02-03 18:00:00
ORD_0136,7.0,1.0,9.756679717059686,8.03788368791873,0.0,15.074456754526077,0.0,9.209248780947886,MCH_01,WRK_02,MAT_A,SHP_0136,2023-02-04 00:00:00
ORD_0137,1.0,0.0,2.290880632742755,2.286891118292605,0.0,8.326348726641069,1.0,1.1193664288788698,MCH_02,WRK_03,MAT_B,SHP_0137,2023-02-04 06:00:00
ORD_0138,4.0,1.0,10.76221456394551,2.4862202651710743,1.0,9.767197944358315,1.0,9.502414114350094,MCH_03,WRK_04,MAT_A,SHP_0138,2023-02-04 12:00:00
ORD_0139,5.0,1.0,8.645924984764092,6.23828992898382,0.0,11.132155603581921,0.0,8.72156884472771,MCH_04,WRK_05,MAT_A,SHP_0139,2023-02-04 18:00:00
ORD_0140,10.0,1.0,9.456052107037666,8.656217195647276,0.0,12.427077457805911,1.0,9.236426977225559,MCH_05,WRK_06,MAT_A,SHP_0140,2023-02-05 00:00:00
ORD_0141,3.0,0.0,3.0061518564156713,5.011316985876713,0.0,10.04216699921803,1.0,1.989962013209683,MCH_06,WRK_07,MAT_B,SHP_0141,2023-02-05 06:00:00
ORD_0142,3.0,0.0,3.111631847470429,3.512164321396301,0.0,9.57894824887253,1.0,2.0431499051593174,MCH_07,WRK_08,MAT_B,SHP_0142,2023-02-05 12:00:00
ORD_0143,5.0,0.0,0.9625890805243418,5.40470668602053,0.0,10.702403094125323,1.0,1.480568202618672,MCH_08,WRK_09,MAT_B,SHP_0143,2023-02-05 18:00:00
ORD_0144,10.0,1.0,9.250115646675305,10.378954578591648,0.0,18.554054998907215,1.0,8.463387190581887,MCH_01,WRK_10,MAT_A,SHP_0144,2023-02-06 00:00:00
ORD_0145,9.0,1.0,10.586496876693808,7.502507029145338,1.0,16.031732948993266,0.0,10.752548309429201,MCH_02,WRK_11,MAT_A,SHP_0145,2023-02-06 06:00:00
ORD_0146,1.0,0.0,2.5064632841592522,1.0071531921660604,1.0,8.9549784341305,0.0,1.6540852205522756,MCH_03,WRK_12,MAT_B,SHP_0146,2023-02-06 12:00:00
